,review_title,review_stars,review_date,review_body
371,They are easy to use and provide sufficient light despite their small ...,5.0 out of 5 stars,"on October 8, 2017",All six flashlights worked perfectly out of the box and allows us to have quality flashlights in multiple rooms around the house.  They are easy to use and provide sufficient light despite their small form factor.
372,Great!,5.0 out of 5 stars,"on October 8, 2017","These are very sturdy, durable flashlights. They are also decently bright with two different light settings. Would definitely recommend."
373,Small but very bright.,5.0 out of 5 stars,"on October 6, 2017",Small but very bright. Bought four and keep in various places around house!
374,Five Stars,5.0 out of 5 stars,"on October 6, 2017",These are great
375,"Besides metal casing, lower quality than Harbor Freight $2 LED flashlights",2.0 out of 5 stars,"on October 6, 2017","So I was hoping for a durable metal flashlight that had better than average candle power. What I got was essentially a $3 flashlight with a metal casing.First impressions were it was alittle lighter than I imagined.The light was not even that bright. I dug out a $1.99 Harbor Freight LED flashlight and compared the 2 on my basement wall. The H Freight one out shined the Rockbird one easily. Not terrible enough to junk or return, a small metal casing flashlight could come in handy.But when I need a bright light, I wont be reaching for this"
376,Crap!,1.0 out of 5 stars,"on October 5, 2017",Pure crap! They end up in garbage can two days after arrival. Very low quality.
377,I donated these to people that needed them in Texas ...,5.0 out of 5 stars,"on October 5, 2017",I donated these to people that needed them in Texas for the hurricane.  I am sure they are getting used
378,"Bright, efficient, easy to use.",5.0 out of 5 stars,"on October 4, 2017",Very bright and efficient. Easy to use.
379,Super powerful and bright.,5.0 out of 5 stars,"on October 4, 2017",Awesome little flashlights. Super powerful and bright. Would recommend.
380,Five Stars,5.0 out of 5 stars,"on October 4, 2017",Great lights for outside and inside came in handy during hurricane Irma.
381,Five Stars,5.0 out of 5 stars,"on October 4, 2017",Good light at cheap price
382,Very good lights,5.0 out of 5 stars,"on October 3, 2017",Very good lights use them to look into computers and copiers. Came in real handy during the tropical storm..
383,Five Stars,5.0 out of 5 stars,"on October 3, 2017",Super bright light in a small package.
384,Good but TINY,4.0 out of 5 stars,"on October 3, 2017","These are extremely tiny, they fit in the palm of my tiny lady hands but they are powerful and work great....I just want people to know because the picture can be deceiving.  I would still recommend these as I use them alot."
385,Overall a very useful light. However be aware that it chews up ...,4.0 out of 5 stars,"on October 2, 2017",Overall a very useful light. However be aware that it chews up AA batteries. Battery life is frankly awful.
386,Powerful little handheld flashlights and extremely useful to have,5.0 out of 5 stars,"on October 2, 2017","Powerful little handheld flashlights and extremely useful to have! They come in handy and I have them in several rooms, my car and tucked away where I would need them inthe dark. Easy to carry, they are unobtrusive so make it very easy to stash them."
387,Worth every penny!!,5.0 out of 5 stars,"on October 2, 2017",These are awesome.  Would buy again.  Strong light!!
388,Three Stars,3.0 out of 5 stars,"on October 2, 2017",Very practical and perfect for my camping adventures
389,Four Stars,4.0 out of 5 stars,"on October 2, 2017","Good little lites!  A bit cheaply made, however, you can't beat the price!"
390,Five Stars,5.0 out of 5 stars,"on October 1, 2017",Theses are very nice soon buy some more
391,Five Stars,5.0 out of 5 stars,"on October 1, 2017",Great deal on a 4 pack. Light works good.
392,Normal,3.0 out of 5 stars,"on October 1, 2017",A lot smaller than I expected. Smaller than a palm of a hand. Nothing special about them. Brightness of flash light is normal.
393,Five Stars,5.0 out of 5 stars,"on October 1, 2017",Great deal and very small and compact.  Easily fits in a pocket or car glove box. Extremely bright!
394,Four Stars,4.0 out of 5 stars,"on October 1, 2017",They work great and it only takes one battery but it is nothing special
395,Great Flashlight,5.0 out of 5 stars,"on September 30, 2017",Love these! I carry one in my purse at all times. The size is great and the light is bright. I like being able to adjust the light as well.
396,A good little pair of flashlights!,5.0 out of 5 stars,"on September 29, 2017","Great little flashlights; bright as heck... To insert the battery; unscrew from the back of the unit. I failed the first time trying to unscrew the front. I've had it for over a month now, and still on the same battery I've first inserted with moderate usage. These flashlight has a good weight to them giving me a indicator of a quality product. I will buy more for emergencies."
397,Five Stars,5.0 out of 5 stars,"on September 29, 2017","Well made, really inexpensive"
398,Great deal,4.0 out of 5 stars,"on September 29, 2017",Great deal
399,Good product; sweet deal($),5.0 out of 5 stars,"on September 28, 2017",Good product; sweet deal($); quick delivery.
400,Five Stars,5.0 out of 5 stars,"on September 28, 2017",Very well made aluminum lights for a great price.
401,Good buy.,5.0 out of 5 stars,"on September 27, 2017",Excellent quality.
402,Five Stars,5.0 out of 5 stars,"on September 27, 2017",Excellent flashlight and a very good value.
403,Works great.,5.0 out of 5 stars,"on September 27, 2017","Arrived in perfect condition, on time. Each one works great. Very happy. Have them scattered around the house."
404,Rock solid flashlight,5.0 out of 5 stars,"on September 27, 2017",Great flash light
405,Solidly made,4.0 out of 5 stars,"on September 27, 2017","Very solidly made. Very bright and the beam is easily changed from concentrated to broad by sliding the lens. Runs on one AA battery which is easy to change. The LED is easily changed as well if needed. There were two in the package. The main problem is that there are three modes: bright, dim and bright strobe and you need to cycle thru all of them to get to the one you want. Every time you turn it on. It does not stay on the last mode used."
406,Best of the best,5.0 out of 5 stars,"on September 27, 2017","Best of the best, use regular AA battery, just one battery. Similar flashlight I had in the past use 3.7v battery. Pain in the neck to get one. So I discarded. This one is the best. I am giving it as a gift to many people. Thanks for designing with common sense battery."
407,One of 2 has failed,2.0 out of 5 stars,"on September 27, 2017",I use the flashlight with a 14500 battery. The flashlight works well - however one of the 2 flashlights has failed - I guess you get what you pay for
408,Good Deal!,5.0 out of 5 stars,"on September 26, 2017","These are very nice, sturdy little flashlights, and it's hard to beat the price. They might not be as bright as other flashlights, but they certainly put out enough light for my needs."
409,not bad but not 300 lumens,3.0 out of 5 stars,"on September 26, 2017",these are decent lights for the price but are not 300 lumens more like 100. compared it to a 125 lumens I already have and its not even as bright
410,Five Stars,5.0 out of 5 stars,"on September 26, 2017",Great for the kids camping trips. Light is bright!
